Title,Rating,Popular,SalesPerWeek,Price,ReqSpec,Overall
Gex 3: Deep Cover Gecko,High,Yes,42,12,Medium,Good
NASCAR 09,High,No,47,26,Low,Good
Blitz: The League,High,Yes,50,14,Low,Good
Jampack Vol. 2,High,Yes,22,14,Medium,Good
LEGO Jurassic World,Low,Yes,11,32,Medium,Bad
Sesame Street: Once Upon A Monster,High,No,41,10,High,Good
Virtual Soccer,Average,No,30,40,High,Good
Romance of the Three Kingdoms IV: Wall of Fire,Low,No,36,20,Medium,Bad
Winning Post,Low,No,28,38,High,Bad
Peter Jackson's King Kong: The Official Game of the Movie,Average,No,30,29,High,Good
SingStar Dance,Low,No,44,11,Medium,Bad
Kirby and the Rainbow Curse,Average,Yes,44,36,High,Good
Burnout Revenge,High,No,19,40,Low,Bad
FIFA 12,High,No,34,11,High,Good
Medal of Honor: European Assault,High,Yes,32,27,High,Good
Batman: Arkham City,High,No,30,26,High,Good
Ty the Tasmanian Tiger 2: Bush Rescue,Average,No,19,31,Medium,Bad
The Lord of the Rings: The Fellowship of the Ring,High,No,35,10,Low,Good
NBA 06,Low,Yes,28,16,Medium,Bad
Sonic & All-Stars Racing Transformed,High,No,44,18,Medium,Good
Spider-Man,High,No,10,20,Medium,Bad
We Cheer,Low,No,16,11,Medium,Bad
Tom Clancy's Ghost Recon Advanced Warfighter 2,Low,Yes,50,28,High,Bad
X-Men Legends,Average,No,35,20,Medium,Good
Alice in Wonderland,High,Yes,36,12,Medium,Good
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Low,Yes,11,30,Low,Bad
Front Mission 2,High,No,16,27,Medium,Bad
Bulletstorm,Average,Yes,31,28,Low,Good
F.E.A.R. 2: Project Origin,Low,No,35,32,High,Bad
Tiger Woods PGA Tour 11,High,Yes,17,36,Low,Good
Stuntman: Ignition,High,Yes,18,15,Medium,Good
Are You Smarter Than A 5th Grader?,High,Yes,43,32,High,Good
F1 2009,Low,No,14,34,Medium,Bad
Oni,Low,Yes,22,10,Medium,Bad
The Lord of the Rings: The Two Towers,High,Yes,20,27,High,Good
Juiced,Average,No,32,16,High,Good
The Warriors,High,Yes,18,15,High,Good
Batman: Arkham Origins Blackgate,High,No,36,11,Low,Good
J-League Soccer: Prime Goal 2,Low,Yes,47,32,High,Bad
Go Diego Go! Safari Rescue,High,No,37,19,High,Good
The Walking Dead: Survival Instinct,Average,No,48,32,Low,Good
Picross 3D,Low,No,40,36,Medium,Bad
Just Dance 2015,Low,Yes,17,40,Medium,Bad
Silent Hill: Origins,Average,No,37,35,High,Good
NASCAR 2000,Low,Yes,13,25,Low,Bad
Wayne Gretzky's 3D Hockey,Average,No,42,10,High,Good
Pachi-Slot Aruze Oukoku 4,High,Yes,43,34,Medium,Good
Return to Castle Wolfenstein: Operation Resurrection,Average,No,47,29,Low,Good
Mario Tennis: Power Tour,Average,Yes,39,19,Low,Good
Seaman,Low,No,37,36,Low,Bad
Guinness World Records: The Videogame,Low,No,18,18,Low,Bad
The Grinch,High,No,22,37,Medium,Good
GT Pro Series,High,No,21,15,High,Good
Tales of Destiny,High,Yes,15,37,Medium,Good
Spectrobes: Beyond the Portals,Average,Yes,21,19,Medium,Good
Classic Word Games,High,No,26,36,Low,Good
Naruto Shippuden: Clash of Ninja Revolution 3,High,Yes,28,33,Low,Good
Fight Night Round 3,Average,No,26,10,Low,Good
The Golden Compass,High,Yes,41,38,High,Good
Final Fantasy Chronicles,High,Yes,48,19,Medium,Good
NBA Live 08,Average,No,40,16,Medium,Good
Syphon Filter 3,High,No,20,27,High,Bad
Star Wars Battlefront: Elite Squadron,Average,No,30,19,Medium,Good
Metal Gear Solid 2: Substance,Average,Yes,40,17,Low,Good
We Love Katamari,High,Yes,50,32,Medium,Good
NCAA Football 2003,Low,No,22,10,High,Bad
Way of the Samurai 3,High,Yes,14,36,Medium,Good
NBA Live 09,High,Yes,18,22,Medium,Good
DC Universe Online,Low,Yes,16,29,Low,Bad
Ready 2 Rumble Boxing: Round 2,High,Yes,29,36,High,Good
Mega Man 6,High,No,50,27,High,Good
Mission: Impossible,High,Yes,18,29,High,Good
Final Fantasy Explorers,Average,No,15,20,Low,Bad
Rival Schools: United By Fate,High,No,37,38,Low,Good
Bully: Scholarship Edition,Low,Yes,42,37,Low,Bad
IL-2 Sturmovik: Birds of Prey,High,No,45,30,Medium,Good
PlayStation All-Stars Battle Royale,Average,No,25,21,High,Good
Ratatouille,Low,Yes,20,26,High,Bad
Cars Toon: Mater's Tall Tales,Average,No,26,37,Low,Good
Kung Fu Panda,Low,No,22,34,High,Bad
Swing Away Golf,Average,No,39,22,Medium,Good
J-League Pro Soccer Club o Tsukurou! 3,Low,Yes,33,33,Medium,Bad
Tomb Raider: Legend,High,Yes,22,15,Medium,Good
Ratatouille,High,No,26,24,Medium,Good
Freedom Fighters,High,Yes,39,12,Medium,Good
Gun,High,No,34,40,Low,Good
That's So Raven 2: Supernatural Style,High,No,15,13,High,Bad
Lair,Average,No,50,16,Low,Good
Madden NFL 07,High,No,24,40,Low,Good
The Punisher,Low,No,46,36,Low,Bad
Front Mission 3,High,Yes,15,37,Medium,Good
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,High,Yes,45,25,High,Good
SSX On Tour,High,No,19,34,Low,Bad
Tony Hawk's Pro Skater 3,High,No,48,35,Low,Good
Harry Potter and the Prisoner of Azkaban,Low,No,26,12,Medium,Bad
Petz: Hamsterz Life 2,High,Yes,31,27,High,Good
Omega Boost,High,Yes,31,30,Medium,Good
The Sims 2: Open for Business,High,No,41,28,Low,Good
Iron Man,High,No,49,36,Low,Good
NFL 2K3,High,Yes,23,34,Medium,Good
NBA Live 2002,High,Yes,30,32,High,Good
Jampack Winter 2002,Average,No,42,28,Medium,Good
My Word Coach,High,No,47,12,Medium,Good
Way of the Samurai,Average,No,31,28,High,Good
Dragon Age: Origins,Average,Yes,38,21,Low,Good
Naruto Shippuden: Ultimate Ninja Storm 3,Low,No,18,21,Low,Bad
Fishing Derby,Low,No,41,17,Medium,Bad
Pac-Man Fever,High,No,31,32,High,Good
The LEGO Movie Videogame,Average,Yes,13,25,Medium,Bad
The 3rd Birthday,Low,Yes,13,16,Medium,Bad
Prince of Persia Trilogy,Average,No,33,34,Low,Good
International Track & Field,High,Yes,41,22,High,Good
100 All-Time Favorites,Average,Yes,36,35,Low,Good
HSX HyperSonic.Xtreme,Low,Yes,14,27,Medium,Bad
StarCraft II: Legacy of the Void,High,No,31,23,Medium,Good
Tiger Woods PGA Tour 13,Average,No,17,11,Medium,Bad
SoulCalibur: Broken Destiny,High,No,50,24,High,Good
The Saboteur,High,Yes,15,15,High,Good
Lords of the Fallen,High,No,13,10,Medium,Bad
Pro Evolution Soccer 2010,Average,No,44,15,Low,Good
Goldeneye 007: Reloaded,Average,No,12,10,Low,Bad
Jam With the Band,High,No,35,22,Medium,Good
Madden NFL 2004,Average,No,24,26,High,Good
Jikkyou Powerful Pro Yakyuu 10,High,No,33,14,Low,Good
Summoner,High,No,30,29,Medium,Good
Virtual Pool,High,No,44,32,Low,Good
NBA Live 07,Low,No,22,19,Low,Bad
Sega Bass Fishing,High,No,50,17,Low,Good
Fire Emblem: Radiant Dawn,Low,Yes,12,18,Medium,Bad
Dynasty Warriors,High,No,49,33,Low,Good
"SpongeBob SquarePants: Lights, Camera, Pants!",High,No,39,28,Medium,Good
Dragon Ball: Raging Blast,High,Yes,38,25,Medium,Good
Rugrats: Scavenger Hunt,High,Yes,16,32,High,Good
Wrecking Crew,High,No,24,12,High,Good
International Superstar Soccer 2000 (All region sales),High,No,40,33,Low,Good
Major League Baseball 2K10,Low,Yes,12,20,Medium,Bad
Monsters vs. Aliens,High,Yes,18,36,Low,Good
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",High,Yes,35,32,Low,Good
SpongeBob SquarePants: Creature from the Krusty Krab,High,Yes,29,12,Medium,Good
Lost: Via Domus,High,No,42,23,Low,Good
NBA Live 2004,Low,No,10,37,High,Bad
Dai-4-Ji Super Robot Taisen S,High,No,20,29,Medium,Bad
Disney's Kim Possible: Revenge of Monkey Fist,High,No,19,40,Low,Bad
WWE SmackDown vs. RAW 2007,Average,No,26,23,Medium,Good
Ace Combat Zero: The Belkan War,High,No,37,14,Low,Good
R.U.S.E.,High,No,29,17,Low,Good
Disgaea 3: Absence of Justice,Low,No,33,22,Low,Bad
Test Drive Unlimited,High,No,24,22,Low,Good
LEGO Dimensions,High,No,50,15,High,Good
Picross DS,High,Yes,21,39,Low,Good
Final Fantasy II Anniversary Edition,High,No,13,26,High,Bad
NHL 07,High,No,27,40,Medium,Good
Harry Potter and the Half-Blood Prince,High,Yes,20,11,Low,Good
Quantum Break,Low,No,20,36,Medium,Bad
NBA 2K11,Average,Yes,47,10,High,Good
World Championship Poker,Average,Yes,30,34,High,Good
The BIGS,High,Yes,24,14,High,Good
Final Fantasy,Low,Yes,38,29,Medium,Bad
Burnout Revenge,Low,No,43,28,Low,Bad
Rory McIlroy PGA Tour,High,Yes,16,40,Medium,Good
Euro Truck Simulator,Average,Yes,21,10,High,Good
Dragon Ball Z: Supersonic Warriors,High,No,21,21,Medium,Good
Dishonored,Average,Yes,21,14,Medium,Good
Paws & Claws: Dogs & Cats Best Friends,Average,Yes,11,34,Medium,Bad
NBA Ballers,Average,No,39,11,Low,Good
Silent Hill 4: The Room,High,Yes,21,24,High,Good
River Raid II,High,No,37,26,High,Good
Capcom Classics Collection,Average,Yes,46,17,High,Good
Guitar Hero Live,Low,No,32,30,Medium,Bad
Wolfenstein: The New Order,High,Yes,32,38,Low,Good
Monopoly Party,High,No,33,10,High,Good
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,High,Yes,18,29,Medium,Good
NHL FaceOff 98,High,No,33,13,Medium,Good
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,High,Yes,35,21,High,Good
F1 2012,Low,No,22,22,Low,Bad
NHL 09,Average,No,33,37,High,Good
Sonic Riders,High,Yes,45,18,Medium,Good
Looney Tunes: Back in Action,Average,Yes,37,11,High,Good
Wet,Average,No,42,33,Low,Good
Midnight Magic,Low,Yes,40,14,Low,Bad
Alice: Madness Returns,High,Yes,33,30,Low,Good
Pro Evolution Soccer 2012,High,No,44,31,Low,Good
Tiger Woods PGA Tour 07,High,No,12,37,Medium,Bad
Midnight Club II,High,Yes,14,37,High,Good
Atelier Rorona: Alchemist of Arland,High,No,42,32,Medium,Good
Monster Hunter Freedom 2,High,Yes,18,29,Medium,Good
Dragon Ball Z: Supersonic Warriors 2,Low,Yes,45,34,Medium,Bad
Avatar: The Last Airbender,Low,Yes,49,25,Low,Bad
Blue's Clues: Blue's Big Musical,High,Yes,46,28,High,Good
The Mummy Returns,Average,Yes,45,37,Medium,Good
Hitman: Blood Money,High,Yes,48,28,High,Good
Disney Sing It,High,Yes,16,33,Medium,Good
Chopper Command,High,No,44,17,Medium,Good
Activision Anthology,Average,No,10,38,Low,Bad
Crash: Mind Over Mutant,High,No,23,30,Medium,Good
WWE 2K16,High,No,47,35,Low,Good
LEGO The Hobbit,High,No,21,36,Medium,Good
Babysitting Mama,Average,Yes,27,19,Medium,Good
Boogie,Average,No,50,24,High,Good
Theatrhythm: Final Fantasy,Average,No,30,36,High,Good
Bleach: Soul Resurreccion,High,Yes,19,17,High,Good
Madden NFL 07,High,No,14,27,High,Bad
Rugrats in Paris: The Movie,High,No,20,34,Medium,Bad
Dance Dance Revolution Universe 2,High,No,20,18,Low,Bad
Star Wars: Jedi Starfighter,High,No,50,12,High,Good
Tactics Ogre: The Knight of Lodis,Average,No,22,28,Low,Good
Fortune Street,Low,Yes,36,12,High,Bad
Super Robot Taisen MX,High,No,37,32,Medium,Good
Alice in Wonderland,Average,Yes,39,17,Low,Good
NBA Street Homecourt,High,No,10,14,High,Bad
Spider-Man 2,High,No,45,22,Medium,Good
Bases Loaded '96: Double Header,High,Yes,22,23,Low,Good
Dead or Alive Ultimate,High,No,35,29,Medium,Good
RPG Maker,High,Yes,50,13,High,Good
FIFA 14,Average,No,19,26,Medium,Bad
Star Wars: Clone Wars,High,Yes,48,16,Medium,Good
The Saboteur,High,Yes,23,11,High,Good
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Low,Yes,14,22,Medium,Bad
Metal Gear Rising: Revengeance,Average,Yes,22,36,Low,Good
Madden NFL 11,High,Yes,38,28,Medium,Good
Major League Baseball 2K12,High,No,20,10,Low,Bad
Alien: Isolation,Average,No,19,21,Low,Bad
The Price is Right,Average,Yes,15,11,Medium,Bad
Monster Hunter,Low,No,14,26,High,Bad
Cars 2,High,No,33,40,Low,Good
Dreamworks Madagascar Kartz,Low,No,22,12,High,Bad
Tony Hawk's Underground 2,Low,No,16,13,Medium,Bad
SplashDown: Rides Gone Wild,High,No,42,11,High,Good
Super Famista 5,High,Yes,38,14,Medium,Good
Dynasty Warriors: Gundam 2,High,Yes,26,40,Low,Good
Shrek SuperSlam,Average,No,25,28,High,Good
Rayman Advance,High,Yes,33,23,High,Good
Super Robot Taisen Z,High,Yes,48,19,High,Good
PoPoLoCrois Monogatari,Low,Yes,11,33,Medium,Bad
Tomb Raider: Anniversary,Average,No,36,37,Medium,Good
Fantastic 4,Low,No,14,16,Medium,Bad
Epic Mickey 2: The Power of Two,Average,No,42,11,Low,Good
Men in Black II: Alien Escape,Average,Yes,50,14,Low,Good
The Evil Within,Low,Yes,41,27,Medium,Bad
RealSports Tennis,High,No,34,35,Medium,Good
Nicktoons: Attack of the Toybots,High,Yes,40,29,Medium,Good
Raiders of the Lost Ark,High,No,50,17,Medium,Good
Gauntlet,Average,No,45,40,High,Good
Ridge Racer 3D,Average,Yes,44,33,Low,Good
Cars Mater-National Championship,Low,No,42,25,Low,Bad
Ace Combat: Assault Horizon,High,No,48,24,Medium,Good
Resident Evil: The Mercenaries 3D,Average,Yes,30,37,High,Good
Super Monkey Ball 3D,High,Yes,35,28,High,Good
Tony Hawk's Project 8,High,Yes,49,23,Low,Good
Tony Hawk's Underground 2,High,No,20,15,Medium,Bad
MotorStorm: Apocalypse,High,No,44,21,Low,Good
Ice Hockey,Average,Yes,19,29,Medium,Bad
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,High,Yes,41,31,Medium,Good
Lego Batman 3: Beyond Gotham,High,Yes,38,15,Medium,Good
The Matrix: Path of Neo,Average,Yes,41,16,Medium,Good
Kane & Lynch 2: Dog Days,Average,No,10,19,Medium,Bad
Lollipop Chainsaw,High,No,11,14,High,Bad
WWE Wrestlemania X8,High,No,48,32,High,Good
Sonic Lost World,Average,Yes,25,29,High,Good
Power Rangers: Dino Thunder,Low,No,32,32,Low,Bad
GoldenEye: Rogue Agent,High,No,10,38,High,Bad
Ultimate I Spy,Low,Yes,43,40,Low,Bad
SpongeBob SquarePants: Creature from the Krusty Krab,Low,Yes,33,16,Medium,Bad
The Sims,High,No,43,32,Medium,Good
Grandia III,Low,Yes,36,40,Medium,Bad
FIFA Soccer 09,Low,Yes,30,13,Medium,Bad
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,Average,No,10,27,High,Bad
Mario & Wario,Average,Yes,34,33,Medium,Good
Scarface: The World is Yours,Low,No,38,40,High,Bad
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",High,Yes,23,14,Low,Good
Pokemon Art Academy,High,Yes,11,19,Medium,Good
FIFA Soccer 64,High,Yes,28,32,High,Good
Dragon Ball Z: Burst Limit,High,Yes,31,39,High,Good
Bakugan Battle Brawlers: Defenders of the Core,Average,Yes,27,27,Low,Good
Medal of Honor,High,No,35,37,Medium,Good
Doom 3 BFG Edition,High,No,36,33,High,Good
J-League Pro Soccer Club wo Tsukurou! 2,Low,Yes,17,11,High,Bad
Terraria,Average,Yes,48,36,High,Good
Backyard Baseball,Low,No,40,25,High,Bad
WipEout Pulse,Average,No,43,21,Low,Good
Barbie Horse Adventures: Wild Horse Rescue,Average,Yes,39,35,Low,Good
Epic Mickey: Power of Illusion,High,Yes,15,18,Low,Good
LEGO Marvel Super Heroes,High,Yes,15,16,Medium,Good
Taiko no Tatsujin: Appare Sandaime,Low,No,12,13,High,Bad
Alone in the Dark,Average,No,44,25,Medium,Good
One Piece: Grand Battle!,Average,Yes,20,37,High,Bad
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Average,Yes,36,32,Medium,Good
Football Manager Handheld 2009,Average,Yes,42,19,High,Good
Sniper: Art of Victory,Average,Yes,20,33,Medium,Good
Crazy Taxi,High,No,19,18,Medium,Bad
Spy Hunter 2,Average,Yes,22,32,Medium,Good
F1 2014,High,Yes,23,16,Low,Good
Pac-Man World 2,Average,Yes,34,24,High,Good
Bass Pro Shops: The Strike,Low,Yes,36,23,Low,Bad
Die Hard Trilogy 2: Viva Las Vegas,Average,No,22,32,Low,Good
Jake Power: Fireman,Average,Yes,27,19,Low,Good
Asphalt 3D,Average,Yes,34,40,High,Good
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,High,Yes,20,28,Medium,Good
Steel Diver,Average,Yes,23,31,Low,Good
Tales of Legendia,High,Yes,48,35,High,Good
SimCity 2000,Low,No,21,40,High,Bad
Crash of the Titans,Average,Yes,34,27,Medium,Good
Far Cry 2,High,Yes,50,28,Low,Good
Battlefield: Hardline,Average,No,28,19,Low,Good
Harry Potter and the Order of the Phoenix,High,No,40,10,Low,Good
Rayman Raving Rabbids: TV Party,High,Yes,34,15,High,Good
F.E.A.R. 2: Project Origin,High,Yes,36,20,Low,Good
Sonic & All-Stars Racing Transformed,High,Yes,35,21,Medium,Good
Scene It? Lights Camera Action,High,No,41,28,Medium,Good
Dead Space Extraction,High,Yes,10,26,Medium,Good
Scrabble 2007 Edition,High,No,16,19,High,Bad
Shrek the Third,High,Yes,28,19,Low,Good
Metal Gear Solid HD Edition,High,No,46,13,Medium,Good
Children of Mana,High,Yes,32,27,Medium,Good
Madagascar: Operation Penguin,High,Yes,18,17,Low,Good
Active Life: Extreme Challenge,High,Yes,19,32,High,Good
The Sims 2: Pets,High,No,39,18,Medium,Good
Mario Golf: World Tour,High,Yes,48,25,High,Good
Need for Speed: Porsche Unleashed,High,Yes,43,34,High,Good
Yu-Gi-Oh! Forbidden Memories (JP sales),High,Yes,29,27,Low,Good
NFL Street 2,High,Yes,32,14,Low,Good
Silent Hill: Shattered Memories,Average,No,24,39,Low,Good
Millipede,High,No,15,17,High,Bad
The Legend of the Mystical Ninja,High,No,14,26,Low,Bad
You're in the Movies,High,Yes,23,14,High,Good
Dark Sector,High,Yes,27,28,High,Good
James Bond 007: Blood Stone,High,No,20,31,Low,Bad
Jeopardy!,High,Yes,21,21,Low,Good
Destroy All Humans! 2,Average,No,49,22,Medium,Good
ECW Hardcore Revolution,High,No,36,36,Medium,Good
Pinball Hall of Fame: The Williams Collection,High,Yes,43,27,Low,Good
Tiger Woods PGA Tour 07,High,Yes,49,32,Medium,Good
Wu-Tang: Shaolin Style,High,No,13,29,Low,Bad
World of Warcraft: Warlords of Draenor,High,No,28,16,High,Good
Rock Band Unplugged,Low,No,35,13,Medium,Bad
OkamiDen,Average,No,36,16,Medium,Good
Crash: Mind Over Mutant,High,No,46,22,High,Good
2010 FIFA World Cup South Africa,High,Yes,48,25,High,Good
Secret Weapons Over Normandy,Average,Yes,46,34,Low,Good
Go Diego Go! Great Dinosaur Rescue,Average,Yes,48,16,Low,Good
All-Star Baseball 99,Average,No,47,20,Low,Good
Harvest Moon 64,High,Yes,12,40,Low,Good
NCAA Football 09,High,No,17,39,High,Bad
Bratz: The Movie,Low,No,25,28,Low,Bad
FIFA Soccer 13,High,No,49,29,High,Good
Harvest Moon DS (US sales),Average,No,11,30,Low,Bad
Vigilante 8: 2nd Offense,Average,Yes,32,19,Low,Good
Two Worlds II,High,Yes,27,23,Low,Good
Football Manager 2015,High,Yes,19,19,Low,Good
Theme Park Roller Coaster,Average,Yes,12,22,Medium,Bad
Need for Speed: Hot Pursuit,High,No,24,39,Low,Good
Skylanders: SuperChargers,High,No,23,15,Low,Good
Viva Pinata: Trouble in Paradise,High,Yes,41,17,Medium,Good
Nickelodeon Team Umizoomi,High,Yes,48,36,Low,Good
FlingSmash,Average,No,20,35,High,Bad
NFL Xtreme 2,Low,Yes,36,36,Low,Bad
Spider-Man 3,High,Yes,31,26,High,Good
Midnight Club: Street Racing,Low,Yes,21,14,Low,Bad
Dynasty Warriors Gundam,High,Yes,42,10,High,Good
Tomb Raider: Underworld,Low,No,19,13,High,Bad
Final Fantasy Crystal Chronicles: Echoes of Time,Low,Yes,16,17,Low,Bad
Fable,High,Yes,28,29,Low,Good
Tiger Woods PGA Tour 06,Low,Yes,20,27,Medium,Bad
FIFA World Cup Germany 2006,High,No,26,10,High,Good
Up,Average,Yes,38,27,Low,Good
Grand Prix,High,No,27,14,High,Good
Ford Racing Off Road,Low,Yes,27,10,High,Bad
SimCity Creator,Low,Yes,45,17,High,Bad
World of Outlaws: Sprint Cars 2002,Low,Yes,38,12,Medium,Bad
Cars: Race-O-Rama,Average,Yes,29,11,High,Good
Emergency Heroes,Average,Yes,26,20,High,Good
Sonic the Hedgehog,Low,Yes,15,25,Medium,Bad
Fantavision,High,No,30,21,Medium,Good
Double Dragon,Average,No,33,19,Low,Good
Alien Trilogy,High,Yes,48,22,Medium,Good
NBA Live 99,High,No,45,23,High,Good
Bravely Second: End Layer,High,No,48,37,Low,Good
Karate,High,Yes,21,27,Low,Good
Dark Sector,Low,Yes,31,24,High,Bad
Unreal Tournament III,Low,Yes,19,24,High,Bad
X-Men: Next Dimension,High,Yes,11,22,Medium,Good
Street Fighter X Tekken,High,No,10,15,Low,Bad
The Godfather (JP sales),High,Yes,49,18,Low,Good
MySims Racing,High,Yes,44,35,High,Good
Hamsterz Life,High,Yes,41,15,Medium,Good
Dragon Age Origins: Awakening,High,No,36,39,Medium,Good
Super Puyo Puyo 2,Average,No,46,13,Medium,Good
Gauntlet Legends,High,No,14,38,Low,Bad
Castlevania: Dawn of Sorrow,Average,No,40,23,Low,Good
Naruto Shippuden: Ultimate Ninja Storm Revolution,High,No,42,10,Medium,Good
Deadpool,Average,Yes,37,35,Medium,Good
WipEout,High,No,16,11,Low,Bad
ICO,High,No,25,33,High,Good
Silent Hill: Downpour,Average,Yes,44,17,High,Good
2014 FIFA World Cup Brazil,High,No,46,18,Medium,Good
WWE SmackDown vs. Raw 2011,High,Yes,49,37,Low,Good
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Low,Yes,43,24,High,Bad
Victorious Boxers: Ippo's Road to Glory,High,No,15,21,High,Bad
Petz Sports,Average,No,45,37,High,Good
Lego Batman 3: Beyond Gotham,High,Yes,45,25,High,Good
Densetsu no Stafi,High,Yes,24,14,Low,Good
Valkyrie Profile 2: Silmeria,High,Yes,15,21,Low,Good
Hot Wheels Velocity X,Low,No,45,38,High,Bad
Shadowrun,Low,Yes,14,15,High,Bad
FIFA Soccer 13,High,Yes,26,31,Medium,Good
Virtua Tennis 4: World Tour,High,Yes,31,37,High,Good
"Warhammer 40,000: Dawn of War II",Low,No,17,40,Low,Bad
Crazy Taxi: Fare Wars,Average,Yes,34,18,Low,Good
Clash of Elementalists,Average,Yes,47,22,Medium,Good
Spider-Man 3,High,No,20,26,Medium,Bad
Disney Infinity 3.0,High,No,26,20,Medium,Good
L.A. Rush,High,Yes,25,26,Low,Good
Bomberman Hero,Average,Yes,35,16,Medium,Good
Automobili Lamborghini,Low,Yes,15,30,High,Bad
Quest 64,Low,No,37,31,Low,Bad
Momotarou Dentetsu V,Average,Yes,44,12,Low,Good
Doom 64,Average,Yes,24,27,Medium,Good
Boom Blox Bash Party,Low,Yes,20,37,High,Bad
The Sims 3: Ambitions,Low,Yes,12,18,Medium,Bad
Dead or Alive 4,Average,Yes,21,40,Medium,Good
Commando,Average,Yes,35,15,Medium,Good
Rise of Nightmares,High,Yes,43,10,High,Good
The Princess and the Frog,Low,Yes,44,29,Low,Bad
NBA Ballers: Phenom,Low,Yes,28,17,Medium,Bad
Need for Speed Carbon,Average,No,50,22,High,Good
Tiger Woods PGA Tour 07,High,No,27,20,Medium,Good
NHL 16,High,No,13,12,High,Bad
FIFA 12,High,No,47,40,High,Good
MTV Music Generator,High,Yes,47,29,Medium,Good
Spider-Man: Friend or Foe,High,Yes,49,19,High,Good
Major League Baseball 2K13,High,No,40,27,High,Good
Super Momotarou Dentetsu DX,High,No,21,35,High,Good
World Soccer Winning Eleven 8: Liveware Evolution,Average,Yes,38,25,High,Good
The Sims 3: Outdoor Living Stuff,Low,Yes,31,25,Medium,Bad
Cars: Race-O-Rama,High,No,34,35,High,Good
Downhill Domination,Average,Yes,44,11,Low,Good
NHL 15,Low,No,15,37,Low,Bad
Pirates of the Caribbean: Dead Man's Chest,High,No,31,22,Low,Good
World Series of Poker,High,Yes,25,34,Medium,Good
Inazuma Eleven Go 2: Chrono Stone,Average,Yes,39,32,Low,Good
NHL 97,High,Yes,41,24,Low,Good
We Sing Encore,High,No,44,22,High,Good
Kong: The 8th Wonder of the World,Low,Yes,47,40,Low,Bad
MX vs. ATV: Alive,High,Yes,46,23,High,Good
Mega Man Star Force 3: Black Ace / Red Joker,High,Yes,41,29,Low,Good
Crayola: Treasure Adventures,High,No,32,33,Medium,Good
Godzilla: Save the Earth,High,Yes,11,27,High,Good
Dance Dance Revolution: Mario Mix,Low,No,14,10,High,Bad
Metal Gear Solid: The Twin Snakes,High,Yes,44,16,Low,Good
Imagine: Figure Skater (US sales),High,Yes,32,19,High,Good
Mat Hoffman's Pro BMX 2,High,No,48,18,High,Good
Metal Gear Solid: The Essential Collection,Average,No,11,12,High,Bad
The Legend of Spyro: Dawn of the Dragon,High,No,30,17,High,Good
Iridion 3D,Average,Yes,48,16,Low,Good
MX vs. ATV Untamed,Average,Yes,45,28,Medium,Good
Classic NES Series: Pac-Man,High,Yes,14,10,High,Good
Destroy All Humans!,High,Yes,50,11,High,Good
Dragon Ball Z: Collectible Card Game,High,Yes,50,16,High,Good
Circus Atari,Average,Yes,12,36,High,Bad
Country Dance 2,High,No,49,35,High,Good
Razor Freestyle Scooter,High,No,31,39,High,Good
Crash of the Titans,Average,No,25,35,Medium,Good
F.E.A.R. 3,Low,Yes,22,36,Medium,Bad
Disney's Kim Possible 3: Team Possible,High,Yes,39,38,Low,Good
Rygar: The Legendary Adventure,Average,Yes,37,31,Medium,Good
Syphon Filter: Logan's Shadow,Low,No,45,19,High,Bad
Super Batter Up,High,No,49,28,Low,Good
Kessen II,High,No,47,11,Medium,Good
Crayon Shin-Chan: Arashi o Yobu Enji,High,No,19,13,High,Bad
Stuart Little 2,High,Yes,43,29,High,Good
Wolfenstein: The New Order,High,No,31,26,High,Good
"Warhammer 40,000: Space Marine",High,Yes,47,15,Medium,Good
Tak 2: The Staff of Dreams,Average,Yes,38,35,High,Good
Art Academy: Lessons for Everyone,Average,Yes,29,24,Medium,Good
Sid Meier's Civilization Revolution,Low,No,35,15,Low,Bad
ATV Offroad Fury Pro,High,No,44,38,High,Good
Dora The Explorer: Dora Saves the Snow Princess,Low,No,48,33,Low,Bad
SingStar Amped,High,No,19,11,Medium,Bad
Brothers In Arms: Earned in Blood,High,Yes,24,19,High,Good
Walk it Out!,Average,Yes,19,24,Medium,Bad
Transformers: Dark of the Moon - Autobots/Decepticons,High,Yes,44,33,High,Good
Dragon Ball Z: Sagas,High,Yes,18,36,Medium,Good
Scooby-Doo,High,No,28,29,Low,Good
The Legend of Spyro: Dawn of the Dragon,High,Yes,41,25,Medium,Good
Hydro Thunder,High,Yes,38,15,High,Good
Brothers In Arms: D-Day,High,No,10,37,Medium,Bad
