Title,Rating,Popular,SalesPerWeek,Price,ReqSpec,Overall
Arena Football,High,Yes,45,40,Medium,Good
Tamagotchi no Narikiri Channel,Average,No,28,34,High,Good
Power Pro Kun Pocket 1+2,High,No,15,22,High,Bad
Rayman Origins,High,No,43,33,Medium,Good
Thor: God of Thunder,High,No,42,30,High,Good
Medal of Honor: Infiltrator,High,Yes,33,34,Low,Good
Risen 2: Dark Waters,High,No,48,36,Medium,Good
Blazing Dragons,Low,No,16,26,Low,Bad
Geometry Wars: Galaxies,High,No,45,10,High,Good
Super Monkey Ball Deluxe,Average,No,27,10,Low,Good
Shin Megami Tensei: Devil Summoner - Soul Hackers,High,Yes,45,40,High,Good
Shin Chan: ¡Aventuras de Cine!,Average,Yes,50,40,Low,Good
Alien: Isolation,High,No,32,32,Medium,Good
High Velocity Bowling,Average,Yes,44,35,Low,Good
Tamagotchi Collection,High,Yes,15,37,High,Good
Pac-Man Party 3D,High,Yes,37,34,Low,Good
"NewU Fitness First Mind Body, Yoga & Pilates Workout",High,No,49,16,Medium,Good
Backyard Sports: Sandlot Sluggers,Average,Yes,29,17,Medium,Good
Turbo Prop Racing,High,No,37,39,High,Good
Barbie Superpack: Secret Agent / Groovy Games,Average,Yes,50,27,Low,Good
Tom Clancy's Ghost Recon,High,No,26,35,High,Good
Dance Dance Revolution (North America),High,Yes,14,35,Medium,Good
Bakugan Battle Brawlers: Defenders of the Core,High,No,47,30,Low,Good
Mad Dash Racing,Low,No,47,10,High,Bad
Dreamworks 2-in-1 Party Pack,High,No,47,22,Low,Good
Summon Night 5,High,Yes,17,38,High,Good
MotoGP 2: Ultimate Racing Technology,Average,No,31,29,High,Good
Black * Rock Shooter: The Game,High,Yes,15,32,Low,Good
Travel Games For Dummies,Average,No,38,30,Low,Good
BMX XXX,High,No,12,17,High,Bad
SafeCracker: The Ultimate Puzzle Adventure,Average,Yes,16,37,Low,Bad
Tiger Woods PGA Tour,High,No,26,17,Medium,Good
Dragon Ball Z: Idainaru Dragon Ball Densetsu,High,Yes,49,12,High,Good
Sonic Advance & Sonic Pinball Party Combo Pack,Average,Yes,15,12,Medium,Bad
Boktai: The Sun is in Your Hand,Average,Yes,38,31,Medium,Good
Cars: Mater-National Championship,Average,No,15,40,Low,Bad
Making History: The Great War,High,Yes,37,18,High,Good
Drawn to Life Collection,High,Yes,19,29,High,Good
Guilty Gear X2 #Reload,High,No,13,40,High,Bad
Wizardry VII: Gadeia no Houshu,High,No,34,26,Low,Good
Dynasty Warriors 8: Xtreme Legends,High,Yes,29,35,Low,Good
Moshi Monsters: Katsuma Unleashed,Average,No,23,16,Low,Good
Elf: The Movie,Average,Yes,34,20,Medium,Good
Metal Slug 7,Low,Yes,27,19,High,Bad
MLB SlugFest 20-03,High,Yes,32,19,High,Good
Tamagotchi no Appare! Niji Venture,Average,Yes,17,17,Medium,Bad
Grabbed by the Ghoulies,Low,No,43,26,High,Bad
Ys: The Oath in Felghana,High,Yes,46,31,High,Good
Shadow Hearts: From The New World,Average,Yes,26,12,High,Good
Mega Man Powered Up,High,Yes,29,25,High,Good
CSI: 3 Dimensions of Murder,Average,No,33,39,High,Good
Barbarian,High,No,30,24,Medium,Good
QuickSpot,High,No,48,24,High,Good
Deception IV: Blood Ties,High,No,13,29,Medium,Bad
Tennis no Oji-Sama: Aim at The Victory!,High,No,40,12,Medium,Good
L.A. Rush,High,Yes,12,38,High,Good
"Lunar 2: Eternal Blue(sales, but wrong system)",High,Yes,17,37,Medium,Good
Where the Wild Things Are,Average,No,25,12,Medium,Good
Pipe Dreams 3D,Low,Yes,15,37,Medium,Bad
Derby Stallion Gold,High,No,23,19,Low,Good
Adventure Time: Explore the Dungeon Because I Don't Know!,Average,Yes,39,25,Medium,Good
Lost Dimension,Average,No,10,24,Low,Bad
Fox Sports Golf '99,Average,Yes,44,27,Medium,Good
Jurassic: The Hunted,High,No,20,19,Medium,Bad
Power Rangers: Super Legends,High,No,24,10,Medium,Good
Sakura Wars GB,High,Yes,20,30,Low,Good
Shining Force CD,High,Yes,19,13,Low,Good
Rayman 3,High,Yes,46,29,Medium,Good
Fatal Frame,Low,No,20,14,Low,Bad
The Fifth Element,High,Yes,20,23,High,Good
Kung Fu Panda 2,High,No,47,40,Low,Good
Fast Food Panic,High,No,48,38,Low,Good
Diner Dash: Flo on the Go,High,No,44,40,Low,Good
Adrenalin Misfits,Low,Yes,27,27,Low,Bad
Okaeri! Chibi-Robo! Happy Richie Oosouji,High,No,47,24,Low,Good
Wild ARMs 4,Low,Yes,50,23,Low,Bad
Haunted House,High,No,38,16,Low,Good
Ratatouille,Average,No,19,20,High,Bad
G.I. Joe: The Rise of Cobra,Average,No,30,39,High,Good
Casper: Spirit Dimensions,High,No,37,34,Low,Good
Super Robot Taisen OG Saga: Endless Frontier (JP sales),High,No,20,31,Low,Bad
Sengoku Musou 3 Empires,Low,No,18,22,Medium,Bad
Dream Pinball 3D,High,No,26,33,High,Good
Thunder Truck Rally,High,Yes,31,23,Medium,Good
Dishonored,High,Yes,27,32,Low,Good
Klonoa: Empire of Dreams,High,Yes,13,19,Medium,Good
G.I. Joe: The Rise of Cobra,High,No,14,22,Medium,Bad
Dragon Age: Origins - Ultimate Edition,Average,Yes,50,20,Low,Good
Balloon Pop,Low,No,30,35,High,Bad
Disney Infinity 2.0: Marvel Super Heroes,High,Yes,21,33,Medium,Good
Iron & Blood,High,No,32,25,Medium,Good
Asphalt: Urban GT 2,High,Yes,50,21,Medium,Good
Pinball Hall of Fame: The Gottlieb Collection,High,Yes,28,15,Low,Good
Second Sight,Average,Yes,43,21,Medium,Good
Spider-Man: Edge of Time,Low,No,32,27,Medium,Bad
Monster House,High,Yes,41,28,High,Good
Phantom Brave,High,Yes,47,32,Low,Good
Just Cause,High,No,15,16,Low,Bad
ArmA II,High,No,31,24,Low,Good
Championship Motocross 2001 featuring Ricky Carmichael,High,No,34,10,Medium,Good
Kenka Banchou 5: Otoko no Housoku,High,No,39,13,High,Good
Legend of the Guardians: The Owls of Ga'Hoole,High,Yes,45,38,Medium,Good
Doshin the Giant,Average,No,28,12,Low,Good
Shrek 2 and Shark Tale 2-in-1 Pack,Average,Yes,32,25,High,Good
Star Ocean: Blue Sphere,High,Yes,16,11,Medium,Good
Mojo!,Low,No,34,38,High,Bad
Destroy All Humans! Big Willy Unleashed,High,No,19,35,Medium,Bad
Age of Empires: Collector's Edition,Average,Yes,21,28,High,Good
Ford Racing Off Road,High,Yes,14,36,Medium,Good
Kamen Rider Ryuki,High,Yes,17,11,Low,Good
Front Mission Alternative,High,No,45,25,High,Good
World Championship Poker: Howard Lederer - All In,High,Yes,46,16,Medium,Good
FIFA Soccer 2005,Low,No,11,35,Low,Bad
Cave Story 3D,Low,No,49,11,High,Bad
The Orange Box,High,Yes,16,11,Low,Good
Super Dodgeball Brawlers,High,No,48,35,Low,Good
Victorious Boxers: Revolution,Average,No,26,13,Medium,Good
Record of Agarest War 2,Average,Yes,30,34,High,Good
SBK 2011: FIM Superbike World Championship,High,No,20,13,High,Bad
Power Stone,Average,Yes,22,26,Low,Good
Jonny Moseley Mad Trix,Average,Yes,22,11,Medium,Good
Monster Lab,Average,No,12,17,High,Bad
Uta no * Prince-Sama: Repeat,Low,No,45,22,Medium,Bad
Senran Kagura Burst: Guren no Sh?jo-tachi,High,Yes,39,35,Medium,Good
MTV Music Generator 3: This Is the Remix,High,No,39,11,Low,Good
Cake Mania 3,Average,Yes,26,40,High,Good
.hack//Link,High,Yes,40,34,Medium,Good
Terminator 3: Rise of the Machines,High,Yes,25,35,High,Good
Star Wars: Knights of the Old Republic,Average,Yes,50,27,Low,Good
SSX On Tour,High,Yes,11,29,Low,Good
NCAA College Basketball 2K3,Average,No,29,34,Low,Good
Class of Heroes,High,No,21,28,Low,Good
Yogi Bear: The Video Game,Average,Yes,16,22,High,Bad
Our House Party!,High,Yes,43,15,Low,Good
The Legend of Heroes II: Prophecy of the Moonlight Witch,High,No,28,32,High,Good
Cranium Kabookii,Low,No,41,28,High,Bad
Hero's Saga Laevatein Tactics,Average,Yes,23,32,Low,Good
Doom,High,No,31,39,Low,Good
Gundam Breaker 2,High,No,13,21,Medium,Bad
TRINITY: Souls of Zill O'll,High,No,10,18,Medium,Bad
Mary-Kate and Ashley: Winners Circle,High,Yes,44,25,High,Good
PaRappa The Rapper 2,High,Yes,34,36,Medium,Good
Hexyz Force,High,No,40,30,Medium,Good
OutRun 2,High,Yes,49,32,Medium,Good
Okami,Average,No,18,14,Low,Bad
Marvel vs. Capcom 2: New Age of Heroes,Low,Yes,32,36,High,Bad
Hitman: Blood Money,High,Yes,31,39,High,Good
Soukaigi,Average,No,49,27,Medium,Good
Naruto Shippuden: Ninja Destiny 3,High,Yes,16,22,Medium,Good
Xevious 3D/G+,Average,Yes,32,40,Low,Good
Pipe Mania,High,No,45,20,Low,Good
Gretzky NHL 06,High,No,35,28,High,Good
Shonen Jump's Shaman King: Master of Spirits,Low,No,20,35,Medium,Bad
PANGYA: Fantasy Golf,High,Yes,12,22,Medium,Good
NFL Blitz 20-03,Average,Yes,36,18,Medium,Good
Sumikko Gurashi: Omise Hajimerundesu,Low,No,40,19,Medium,Bad
Pirates: The Legend of Black Kat,High,No,25,13,Medium,Good
Fur Fighters: Viggo's Revenge,Low,Yes,18,22,Low,Bad
Krull,High,No,25,18,Medium,Good
Yu-Gi-Oh! Monster Capture GB,Low,Yes,31,31,Medium,Bad
Risen,High,Yes,31,25,Medium,Good
Top Spin 3,Low,No,27,22,Medium,Bad
Zapper: One Wicked Cricket!,Low,No,43,31,High,Bad
The Da Vinci Code,High,Yes,20,34,High,Good
Watch Dogs,Average,No,26,24,Medium,Good
Mr. Driller: Drill Spirits,Low,No,33,35,High,Bad
Arctic Tale,Average,No,46,37,Medium,Good
Scooby-Doo! Night of 100 Frights,High,Yes,25,20,High,Good
MX vs. ATV Reflex,Average,No,41,37,Low,Good
Anno 1701: Dawn of Discovery,Average,No,14,14,Low,Bad
Chicken Shoot,Average,No,33,16,Medium,Good
Dead to Rights,Low,No,34,35,Low,Bad
Sphinx and the Cursed Mummy,Average,No,17,19,Low,Bad
Cabela's Outdoor Adventures (2009),High,No,35,23,High,Good
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,High,No,22,30,Medium,Good
Naruto RPG 2: Chidori vs Rasengan,Average,No,42,12,High,Good
Destruction Derby Raw,High,Yes,42,39,High,Good
Project V6,Average,Yes,36,32,High,Good
Farming Simulator 2012,High,Yes,24,13,High,Good
NFL Head Coach 09,High,Yes,31,13,Low,Good
World Tour Soccer 2003,High,No,12,33,Medium,Bad
Akiba's Trip,High,No,24,40,Medium,Good
Bravo Air Race,Average,No,21,18,Low,Good
Onimusha Essentials,High,No,41,34,Low,Good
Blazing Angels 2: Secret Missions of WWII,Average,No,50,38,Medium,Good
Gundam: The Battle Master,High,Yes,20,18,Medium,Good
Spyro: A Hero's Tail,High,No,14,33,High,Bad
¡Shin Chan Flipa en colores!,High,Yes,24,36,High,Good
Just Cause 3,Average,Yes,48,34,Low,Good
Eternal Poison,Low,Yes,19,32,High,Bad
Lord of the Rings: Tactics,Average,Yes,18,38,High,Bad
X-Blades,High,Yes,42,32,High,Good
Gretzky NHL 06,Average,No,13,31,High,Bad
Gungrave: Overdose,Average,Yes,19,40,High,Bad
Kidou Senshi Gundam: Shin Gihren no Yabou,High,No,47,20,Medium,Good
How to Train Your Dragon,Average,Yes,34,12,Low,Good
Your Shape: Fitness Evolved 2013,High,No,42,24,High,Good
My Fitness Coach: Club,Average,Yes,30,12,Low,Good
NBA ShootOut 2002,High,Yes,46,24,High,Good
SingStar Vol. 3,High,No,47,12,Medium,Good
The Granstream Saga,High,No,36,31,High,Good
Scene It? Bright Lights! Big Screen!,Low,Yes,23,15,High,Bad
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Average,No,16,17,Medium,Bad
WCW Backstage Assault,High,No,19,13,High,Bad
Micro Machines 64 Turbo,Average,No,28,30,Low,Good
Bassmasters 2000,Average,Yes,28,32,High,Good
Baldur's Gate: Dark Alliance,Average,Yes,15,34,Medium,Bad
Bio FREAKS,Average,No,21,31,High,Good
Eternal Eyes,High,No,16,12,Medium,Bad
Injustice: Gods Among Us,Average,No,11,38,Medium,Bad
Fate/Unlimited Codes,Low,No,34,36,High,Bad
Atari's Greatest Hits: Volume 1,Average,Yes,23,10,Low,Good
The Operative: No One Lives Forever,High,No,23,40,Low,Good
International Cricket 2010,High,No,23,11,Low,Good
Epidemic,High,Yes,15,31,High,Good
Monster House,Low,Yes,47,35,High,Bad
Dead or Alive 2,Average,Yes,10,13,High,Bad
Buck Fever,High,Yes,21,16,Low,Good
NCAA Basketball Final Four 97,Average,No,17,29,Medium,Bad
Ecco the Dolphin: Defender of the Future,Average,Yes,37,29,High,Good
Heroes over Europe,High,No,10,11,High,Bad
The Bombing Islands,Average,No,10,36,High,Bad
Earth Defense Force 2: Invaders from Planet Space,Low,No,26,28,High,Bad
Bejeweled 3,Low,No,49,38,High,Bad
Monster Jam,Average,No,17,19,Low,Bad
Robots,High,No,28,35,Low,Good
Gyakuten Saiban 2,High,Yes,37,35,High,Good
Godzilla: Save the Earth,High,Yes,12,23,Medium,Good
Skylanders Giants,Low,Yes,40,23,High,Bad
Eragon,High,Yes,29,37,Low,Good
Micro Machines,High,No,29,39,Low,Good
Detective Barbie: The Mystery Cruise,High,No,37,14,High,Good
Jim Henson's the Muppets: On With the Show!,Low,No,21,15,Medium,Bad
Desire,High,Yes,38,18,High,Good
Valhalla Knights: Eldar Saga,High,No,33,23,High,Good
Lips: I Love The 80s,High,Yes,27,32,Medium,Good
Monster Hunter Diary: Poka Poka Airou Village DX,High,Yes,31,21,High,Good
Frank Thomas Big Hurt Baseball,High,Yes,47,11,Medium,Good
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,High,Yes,19,31,Medium,Good
Power Pro Kun Pocket 8,High,No,15,22,High,Bad
Sid Meier's Pirates!,High,Yes,30,26,Medium,Good
Enclave,High,Yes,12,37,High,Good
Bottom of the 9th,High,No,30,29,Low,Good
Pro Yaky? Spirits 2014,High,Yes,22,37,Low,Good
Dino Crisis 3,Average,Yes,36,28,Medium,Good
Syberia,High,No,29,37,Low,Good
Zoobles! Spring to Life!,High,No,37,35,Low,Good
NFL Blitz 20-03,Low,No,13,40,Low,Bad
The King of Fighters '94 (CD),High,No,35,24,Low,Good
The Walking Dead: Season Two,High,Yes,37,10,Low,Good
Master Jin Jin's IQ Challenge,Average,No,10,14,Medium,Bad
The Darkness II,Average,Yes,48,31,Low,Good
Create,Low,Yes,29,12,Low,Bad
Karaoke Revolution Glee: Volume 3,High,No,46,23,High,Good
Barbie Explorer,Low,No,34,26,High,Bad
Rango: The Video Game,High,No,45,15,Medium,Good
Disney's Chicken Little,Average,No,46,32,Medium,Good
Power Gig: Rise of the SixString,High,Yes,32,34,Medium,Good
Transformers: Prime,Average,No,17,18,Low,Bad
Agile Warrior F-111X,Low,Yes,30,25,High,Bad
NCIS,High,No,41,20,High,Good
Jikkyou Powerful Pro Yakyuu Wii,High,Yes,49,18,Low,Good
Reality Fighters,High,Yes,41,16,Medium,Good
Dynasty Warriors 7: Empires,Average,No,13,38,Medium,Bad
Cabela's African Safari,Low,No,22,10,Low,Bad
Ben 10 Galactic Racing,High,Yes,41,39,High,Good
College Hoops 2K8,High,No,46,28,Medium,Good
Super Puzzle Fighter II Turbo,Average,Yes,19,38,Low,Bad
Ninjatown,Low,Yes,36,30,High,Bad
Star Wars: Jedi Power Battles,Average,Yes,42,22,High,Good
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,High,No,41,26,Medium,Good
Hard Rock Casino,High,No,14,13,High,Bad
Space Venus starring Morning Musume,High,Yes,41,19,Low,Good
To Heart,Low,No,49,36,Medium,Bad
Wild ARMs XF,Average,No,50,30,Low,Good
Doukyuusei,Low,Yes,37,29,Medium,Bad
RockMan & Forte,Average,Yes,45,35,High,Good
Persona 4: Arena Ultimax,Average,Yes,42,25,Medium,Good
NBA 2K13,High,No,42,30,Medium,Good
Science Papa,Average,No,25,35,High,Good
Yu-Gi-Oh! Nightmare Troubadour (JP sales),High,No,15,40,Low,Bad
MySims Collection,High,Yes,36,23,Low,Good
Cities: Skylines,High,Yes,33,32,Low,Good
Football Manager 2012,High,Yes,30,22,Medium,Good
Ape Escape Academy (jp sales),Low,No,36,23,High,Bad
FIFA 06 Soccer,Low,No,14,39,Low,Bad
Rayman Arena,Average,No,20,30,High,Bad
PaRappa The Rapper,Average,Yes,17,14,High,Bad
4x4 EVO 2,Average,Yes,18,19,Medium,Bad
X-Blades,High,No,25,13,Low,Good
Pro Yakyuu Netsu Star 2006,Average,No,36,13,High,Good
The History Channel: Civil War - A Nation Divided,High,No,31,17,Low,Good
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,High,Yes,22,39,Medium,Good
Cyber Sled,Average,No,44,32,Medium,Good
Puyo Puyo!! 20th Anniversary,High,Yes,44,39,High,Good
Famista Returns,High,No,48,21,High,Good
Bust-A-Move Deluxe,High,Yes,43,32,Medium,Good
I Spy: Universe,Low,Yes,21,37,Medium,Bad
Shining Soul,High,Yes,22,23,Medium,Good
Littlest Pet Shop: Spring,Low,Yes,17,24,Low,Bad
The Amazing Race,High,Yes,31,16,Low,Good
Alvin and the Chipmunks,Low,Yes,32,29,Medium,Bad
Far Cry: Primal,Average,Yes,50,23,Medium,Good
Bejeweled 3,High,No,28,23,Medium,Good
Need for Speed Underground 2,Low,Yes,42,19,High,Bad
Dead Rising 2,Low,Yes,49,31,Low,Bad
Let's Cheer,Average,Yes,31,29,High,Good
Happy Feet,Average,Yes,28,33,High,Good
In the Hunt,Average,Yes,46,33,High,Good
Daytona USA Championship Circuit Edition,Low,No,19,28,High,Bad
Major League Baseball 2K8,Low,No,35,10,Medium,Bad
Marvel vs. Capcom 2: New Age of Heroes,High,No,37,34,High,Good
SNK vs. Capcom: The Match of the Millennium,High,No,27,17,High,Good
BlazBlue: Chrono Phantasma Extend,Low,No,28,36,Low,Bad
Alone in the Dark: Inferno,High,No,44,37,High,Good
Rogue Warrior,Low,No,22,11,Low,Bad
Singstar: Ultimate Party,High,No,45,15,High,Good
The X-Factor,High,No,45,14,High,Good
Fear Factor: Unleashed,Average,Yes,28,14,High,Good
Avatar: The Last Airbender - The Burning Earth,High,Yes,42,11,Low,Good
Vampire Moon: The Mystery of the Hidden Sun,High,No,28,13,Low,Good
Paws & Claws: Pet Vet 2,High,No,11,19,Medium,Bad
G.I. Joe: The Rise of Cobra,High,No,50,15,Medium,Good
Football Manager 2014,High,No,13,12,High,Bad
BIT.TRIP SAGA,High,No,34,34,Low,Good
Touch My Katamari,Average,No,26,18,High,Good
MotoGP '06,High,Yes,25,24,High,Good
Houshinengi,High,No,46,28,Medium,Good
7th Dragon,High,No,15,25,Medium,Bad
Pet Pals: Animal Doctor,Average,No,41,14,Medium,Good
LEGO Island Xtreme Stunts,Low,No,25,10,High,Bad
Cruise Ship Vacation Games,High,Yes,19,12,Medium,Good
Yu-Gi-Oh! GX: Tag Force,High,No,40,29,Low,Good
Gourmet Chef: Cook Your Way to Fame,High,Yes,37,28,Medium,Good
Learn Math,High,No,29,20,High,Good
Nitrobike,High,Yes,46,39,Medium,Good
Magnetica,High,No,14,13,Low,Bad
World Soccer Winning Eleven 9 Bonus Pack,Low,No,45,31,Low,Bad
UEFA Euro 2004: Portugal,Average,Yes,36,20,Low,Good
Hot Wheels: World Race,Average,Yes,18,35,Low,Bad
MLB 14: The Show,High,Yes,38,21,High,Good
Dragon Age Origins: Awakening,Average,Yes,13,35,Low,Bad
Scene It? Bright Lights! Big Screen!,High,No,38,30,Medium,Good
NBA Jam,Low,Yes,11,14,Medium,Bad
Shining Resonance,High,No,32,38,High,Good
World Tour Soccer 2002,Average,No,41,32,High,Good
Interactive Sampler Disc 6,Average,Yes,39,23,High,Good
Let's Play Ballerina,High,Yes,45,27,Medium,Good
Wild Earth: African Safari,High,Yes,37,14,Medium,Good
Apex,High,Yes,38,20,Low,Good
Kamen Rider Battle: Ganbaride,High,No,15,25,Low,Bad
Tomb Raider: The Prophecy,Average,No,36,20,Low,Good
Vampire Night,Average,Yes,37,21,Medium,Good
Kororinpa: Marble Mania,High,Yes,18,26,High,Good
Open Season,High,Yes,12,32,High,Good
Guilty Gear,Average,Yes,46,19,High,Good
Battlefield: Hardline,High,No,15,40,High,Bad
Game Party: Champions,Average,No,30,25,High,Good
Divinity II: The Dragon Knight Saga,High,Yes,45,30,Medium,Good
World Championship Poker 2: Featuring Howard Lederer,Low,No,50,23,High,Bad
Mary-Kate and Ashley: Crush Course,High,No,33,23,High,Good
NHL Breakaway 98,Average,Yes,24,15,Medium,Good
Disney's Cinderella: Magical Dreams,Low,Yes,35,34,Low,Bad
Top Shot Arcade,Average,Yes,41,35,High,Good
Imagine: Fashion Stylist,High,Yes,25,36,High,Good
Pro Evolution Soccer 2015,High,Yes,34,16,Low,Good
Red Orchestra 2: Heroes of Stalingrad,Low,No,15,37,Medium,Bad
Tiger Woods PGA Tour 2005,High,No,41,30,Low,Good
Deepak Chopra's Leela,High,Yes,21,22,Medium,Good
Tom Clancy's Ghost Recon,High,Yes,23,33,High,Good
007: Quantum of Solace,High,No,45,13,High,Good
Salt Lake 2002,Average,No,38,40,High,Good
ESPN MLB Baseball,Low,Yes,10,28,Low,Bad
NCIS,Average,No,47,26,Low,Good
Little League World Series Baseball 2009,High,Yes,45,15,High,Good
Gladius,High,Yes,38,28,Low,Good
Legends of Wrestling,Average,Yes,28,11,Medium,Good
Queen's Gate: Spiral Chaos,High,Yes,43,40,High,Good
Nayuta no Kiseki,High,No,49,35,Medium,Good
Back At The Barnyard: Slop Bucket Games,Average,No,45,20,Medium,Good
Quick Yoga Training,Low,Yes,44,29,Low,Bad
Fashion Studio: Paris Collection,Average,No,38,10,Medium,Good
Legendary,High,Yes,34,32,Medium,Good
Spy Hunter 2,Average,No,30,25,Low,Good
Peppa Pig: Fun and Games,High,No,45,40,Low,Good
Backyard Soccer,High,No,11,17,Low,Bad
Final Fantasy XI: Rise of the Zilart,Average,No,12,39,Low,Bad
James Bond 007: Nightfire,High,Yes,15,24,Medium,Good
Nobunaga no Yabou: Tendou,High,No,17,16,Medium,Bad
Medalot 7,High,Yes,17,31,Medium,Good
Bio FREAKS,High,No,21,18,Medium,Good
Castlevania Chronicles,Low,Yes,28,26,Low,Bad
Suzumiya Haruhi no Tomadoi,Low,Yes,26,34,High,Bad
MLB Power Pros 2008,High,Yes,17,31,Medium,Good
NHL 2K8,High,Yes,15,31,Low,Good
Dokapon Kingdom,High,No,21,39,Low,Good
Bratz,Average,No,14,13,Low,Bad
Go Play: Circus Star,High,No,12,30,Medium,Bad
King Arthur,High,No,14,27,Medium,Bad
Winter Stars,Average,Yes,33,32,Medium,Good
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,Average,No,19,34,High,Bad
The Guy Game,High,Yes,10,25,Low,Good
Rurouni Kenshin: Enjou! Kyoto Rinne,Average,Yes,12,32,Low,Bad
Blade II,Average,Yes,30,19,High,Good
Suikoden: Tsumugareshi Hyakunen no Toki,Average,No,33,16,High,Good
Baseball Advance,Average,Yes,40,26,High,Good
Shonen Jump's One Piece: Grand Battle,High,No,48,14,Low,Good
Retro Atari Classics,Average,No,32,23,Medium,Good
NHL 2K9,High,Yes,12,21,Medium,Good
Pro Yaky? Spirits 6,High,No,43,10,Medium,Good
Freddi Fish: ABC under the sea,High,No,27,10,High,Good
Puzzle Kingdoms,Low,No,34,35,High,Bad
Shovel Knight,High,No,48,24,Medium,Good
Hyperdimension Idol Neptunia PP,Average,No,38,38,Medium,Good
Paperboy / Rampage,Average,No,33,13,Medium,Good
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,High,No,31,22,Low,Good
Ben 10 Galactic Racing,High,Yes,17,28,Low,Good
Sentou Kokka Air Land Battle,Average,Yes,49,23,Low,Good
NTRA Breeders' Cup World Thoroughbred Championships,High,No,35,14,High,Good
Tak 2: The Staff of Dreams,High,No,45,35,Medium,Good
Hulk Hogan's Main Event,High,Yes,33,24,High,Good
Transformers: Devastation,Average,No,33,20,High,Good
Euro Truck Simulator 2,Average,Yes,36,28,Low,Good
DmC: Devil May Cry,High,No,13,23,High,Bad
WipeOut 3 The Game,Low,No,34,24,Medium,Bad
Ys: The Ark of Napishtim,High,Yes,19,30,Medium,Good
Peter Jackson's King Kong: The Official Game of the Movie,High,No,35,20,High,Good
Brain Assist,Average,Yes,49,40,High,Good
Azure Dreams,Average,Yes,41,27,Low,Good
Rumble Roses XX,High,Yes,48,35,Low,Good
Space Camp,High,Yes,20,11,High,Good
SingStar Latino,High,No,16,17,Medium,Bad
Bakugan: Battle Trainer,High,No,31,30,High,Good
Phantom Brave: We Meet Again,High,No,10,16,Low,Bad
Monster Rancher DS,Low,Yes,40,12,High,Bad
Kurt Warner's Arena Football Unleashed,High,Yes,29,39,Low,Good
Suite PreCure: Melody Collection,High,Yes,15,35,High,Good
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Low,Yes,12,23,Medium,Bad
NHL 2K9,Average,No,30,38,High,Good
Venetica,High,No,34,39,High,Good
Disney's Kim Possible: Kimmunicator,High,No,35,38,Medium,Good
James Bond 007: Legends,High,Yes,43,14,Medium,Good
Rogue Ops,Average,No,29,40,High,Good
NBA Hoopz,High,No,15,38,Low,Bad
Transworld Surf,Average,No,29,25,Low,Good
Rugby 15,Average,No,44,19,Medium,Good
MLB 11: The Show,Average,Yes,19,20,Low,Bad
Castrol Honda Superbike Racing,High,No,10,28,Medium,Bad
History Civil War: Secret Missions,High,Yes,14,40,High,Good
Army Men: Green Rogue,High,No,14,35,High,Bad
My Spanish Coach,High,No,33,23,Medium,Good
Chessmaster,Low,No,28,33,Low,Bad
Over the Hedge: Hammy Goes Nuts!,High,Yes,31,15,Medium,Good
Fatal Inertia,Average,No,46,25,Medium,Good
Superman: The Man of Steel,Average,No,48,10,Medium,Good
Ken to Mahou to Gakuen Mono. 3,High,No,37,17,Medium,Good
Greg Hastings Paintball 2,Low,No,14,19,Medium,Bad
The Flintstones: Bedrock Bowling,Low,Yes,26,40,Low,Bad
Teenage Mutant Ninja Turtles: Danger of the Ooze,High,Yes,39,27,High,Good
NHL 2003,High,No,28,10,Low,Good
Chicken Run,High,Yes,37,13,Medium,Good
Scene It? Bright Lights! Big Screen!,High,No,12,23,Low,Bad
My Baby: First Steps,Average,No,26,37,High,Good
Pro Baseball Spirits 2015,Average,No,37,24,Low,Good
Shining Force III,High,Yes,44,26,Medium,Good
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,High,No,21,32,Medium,Good
Tales of the Heroes: Twin Brave,High,Yes,15,25,Low,Good
WWE Survivor Series,Low,No,44,24,Medium,Bad
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,High,Yes,39,40,Low,Good
Super Robot Wars BX,Average,Yes,44,23,Low,Good
Persona 4: Arena,Average,Yes,48,28,High,Good
Tomb Raider: Legend,High,No,21,23,High,Good
Nagano Winter Olympics '98,High,Yes,44,37,Low,Good
Destroy All Humans! Path of the Furon,High,No,44,10,Low,Good
Winning Post 5,High,Yes,48,19,Low,Good
Star Wars: Lethal Alliance,High,Yes,11,34,High,Good
Midnight Mysteries: The Edgar Allan Poe Conspiracy,Average,Yes,47,35,Low,Good
All Star Cheer Squad 2,High,No,42,34,Low,Good
Frogger Beyond,High,No,22,37,High,Good
RPG Maker II,Low,Yes,22,32,Low,Bad
Resident Evil: Revelations 2,Average,Yes,36,27,Low,Good
